order_id,customer_id,shipping_city,amount,payment_method
104,2922,Irbid,3127.24,PayPal
105,1832,Ajloun,9358.34,Cash
106,4858,Amman,9733.67,Cash
107,8089,Jerash,1280.28,Debit Card
108,2294,Jerash,9286.05,Credit Card
109,788,Mafraq,2833.31,Debit Card
110,6075,Irbid,8248.62,PayPal
111,8133,Zarqa,3903.4,Cash
112,7260,Zarqa,5277.26,Credit Card
113,7006,Karak,4021.28,Credit Card
114,7352,Irbid,5828.76,Credit Card
115,9953,Irbid,9402.05,Credit Card
116,563,Karak,7788.28,Credit Card
117,926,Madaba,8836.26,Debit Card
118,8772,Jerash,2927.84,PayPal
119,916,Mafraq,4085.95,Cash
120,8851,Amman,923.92,Credit Card
121,1024,Amman,2415.84,PayPal
122,8231,Karak,8383.22,PayPal
123,9322,Jerash,2066.79,Debit Card
124,2100,Irbid,5271.19,PayPal
125,6897,Ajloun,3884.13,PayPal
126,6634,Ajloun,9435.71,Debit Card
127,3145,Salt,4425.45,Credit Card
128,6956,Salt,9041.6,Credit Card
129,3173,Ajloun,1125.21,PayPal
130,3000,Aqaba,942.21,Debit Card
131,8255,Jerash,9887.53,Credit Card
132,5769,Madaba,3929.07,Cash
133,2630,Jerash,9626.03,Cash
134,7760,Karak,8381.56,PayPal
135,7855,Madaba,8009.5,PayPal
136,9372,Jerash,9575.77,PayPal
137,6140,Aqaba,2771.1,Credit Card
138,2271,Jerash,9210.97,Debit Card
139,8912,Madaba,4002.48,Cash
140,6410,Salt,5680.63,Debit Card
141,6745,Amman,8686.52,Debit Card
142,2747,Madaba,7558.77,Credit Card
143,658,Amman,2604.57,Credit Card
144,9434,Aqaba,3132.54,Credit Card
145,8248,Karak,9406.37,Cash
146,9384,Zarqa,1374.01,Credit Card
147,4563,Zarqa,1448.89,PayPal
148,9584,Mafraq,7853.51,Debit Card
149,1398,Jerash,2672.36,PayPal
150,1007,Ajloun,1316.91,Debit Card
151,9725,Mafraq,2248.81,PayPal
152,6413,Irbid,2443.66,PayPal
153,4079,Salt,8157.79,Cash
154,5703,Zarqa,5108.85,Cash
155,7693,Karak,6876.89,Debit Card
156,9241,Amman,3610.59,Debit Card
157,9966,Ajloun,8604.27,Cash
158,8003,Salt,7191.26,Debit Card
159,5841,Karak,250.61,Cash
160,8556,Amman,1698.03,Debit Card
161,5891,Jerash,6221.1,Debit Card
162,3895,Zarqa,6085.04,Credit Card
163,7551,Zarqa,5358.74,Cash
164,7231,Zarqa,4305.0,Cash
165,4011,Madaba,5386.14,Debit Card
166,4997,Jerash,9534.86,Credit Card
167,1948,Zarqa,6099.59,PayPal
168,685,Zarqa,3027.26,Cash
169,643,Zarqa,5728.63,Debit Card
170,8559,Irbid,3555.41,Credit Card
171,859,Aqaba,2808.0,PayPal
172,4668,Irbid,1817.12,Cash
173,8079,Jerash,254.83,Debit Card
174,3004,Irbid,9587.93,Debit Card
175,4074,Aqaba,2888.38,Credit Card
176,7139,Madaba,2500.16,Debit Card
177,1049,Karak,3001.0,Credit Card
178,3544,Jerash,3623.77,Credit Card
179,4138,Irbid,4815.83,Credit Card
180,7888,Jerash,9700.49,Debit Card
181,1862,Mafraq,5888.41,Cash
182,4563,Salt,9582.17,PayPal
183,3657,Madaba,27.4,PayPal
184,822,Amman,4821.0,Debit Card
185,2863,Mafraq,2451.43,Debit Card
186,6245,Madaba,2680.69,PayPal
187,8830,Mafraq,6483.62,PayPal
188,249,Amman,8908.29,Debit Card
189,8890,Amman,6529.8,PayPal
190,5362,Karak,5264.45,Credit Card
191,2883,Mafraq,9505.33,Credit Card
192,5172,Jerash,5515.13,Debit Card
193,6712,Jerash,8564.2,Debit Card
194,5821,Irbid,4764.44,PayPal
195,9731,Zarqa,9832.91,Debit Card
196,3384,Jerash,1202.77,Credit Card
197,8319,Mafraq,2226.47,Debit Card
198,9986,Salt,9797.16,Cash
199,9471,Amman,2813.36,Credit Card
200,2335,Madaba,2362.84,Cash
201,9693,Salt,6189.06,PayPal
202,3567,Zarqa,9516.41,PayPal
203,1895,Madaba,1522.98,PayPal
204,8511,Karak,1488.8,Debit Card
205,8818,Ajloun,709.25,Cash
206,1598,Mafraq,3754.95,Debit Card
207,651,Salt,905.62,Debit Card
208,4767,Aqaba,4850.55,PayPal
209,9909,Zarqa,2105.08,Debit Card
210,7565,Karak,3040.35,Cash
211,4769,Aqaba,5451.43,Credit Card
212,1134,Ajloun,6573.25,Credit Card
213,3794,Madaba,538.51,PayPal
214,8185,Madaba,6091.74,Credit Card
215,4237,Irbid,6103.35,PayPal
216,1454,Aqaba,4002.45,Debit Card
217,8352,Zarqa,4927.59,PayPal
218,2973,Amman,4558.51,Credit Card
219,1521,Ajloun,1505.74,Credit Card
220,2064,Aqaba,6278.31,Credit Card
221,8709,Salt,8171.87,Cash
222,3633,Jerash,5276.23,Cash
223,3138,Ajloun,1048.33,Debit Card
224,1589,Aqaba,780.2,Credit Card
225,4397,Zarqa,9314.38,Debit Card
226,7551,Jerash,8027.8,Cash
227,8428,Karak,7679.9,Cash
228,6046,Salt,8241.32,Credit Card
229,4008,Zarqa,7426.33,Debit Card
230,8479,Madaba,6959.71,Credit Card
231,1840,Salt,1012.02,PayPal
232,4958,Irbid,2434.52,Debit Card
233,2305,Ajloun,7107.37,PayPal
234,1871,Amman,8582.43,Cash
235,8973,Zarqa,4052.04,PayPal
236,5342,Zarqa,2654.69,Credit Card
237,9447,Amman,4565.81,PayPal
238,1396,Madaba,432.67,Cash
239,9396,Irbid,285.14,Credit Card
240,4887,Mafraq,8789.51,Debit Card
241,7916,Zarqa,2453.0,PayPal
242,5822,Aqaba,7032.3,Credit Card
243,5601,Salt,6199.68,Credit Card
244,6127,Jerash,2526.64,Cash
245,8998,Ajloun,4680.39,PayPal
246,6032,Salt,4107.57,Cash
247,3148,Salt,7536.61,Debit Card
248,9584,Salt,221.79,Credit Card
249,5038,Jerash,2969.28,PayPal
250,7044,Zarqa,9370.51,Credit Card
251,4408,Mafraq,5418.35,Debit Card
252,607,Karak,2962.31,PayPal
253,4061,Jerash,1820.73,Cash
254,6201,Aqaba,2113.77,Cash
255,6996,Aqaba,8671.24,Debit Card
256,8040,Jerash,2613.62,PayPal
257,5151,Madaba,9744.95,Cash
258,2843,Irbid,6034.74,Debit Card
259,901,Karak,6802.06,Credit Card
260,2849,Zarqa,6614.78,Credit Card
261,4198,Salt,3240.51,Credit Card
262,3946,Aqaba,9776.45,Credit Card
263,8457,Ajloun,8245.17,PayPal
264,8637,Mafraq,3960.78,Credit Card
265,9977,Mafraq,2208.22,Debit Card
266,9992,Mafraq,7799.31,Debit Card
267,6805,Madaba,7544.65,PayPal
268,3365,Zarqa,8811.38,Debit Card
269,2756,Aqaba,9523.16,Credit Card
270,2384,Zarqa,6844.48,Cash
271,9890,Aqaba,9822.59,Cash
272,2644,Aqaba,4717.16,PayPal
273,4516,Irbid,7841.67,PayPal
274,3957,Aqaba,5944.61,PayPal
275,961,Madaba,5694.84,PayPal
276,7868,Karak,7556.53,Cash
277,4520,Aqaba,9730.65,Cash
278,6458,Karak,4681.38,Credit Card
279,3965,Mafraq,8000.33,PayPal
280,8141,Zarqa,4577.59,Credit Card
281,63,Aqaba,2487.11,PayPal
282,5052,Mafraq,3300.87,Credit Card
283,3182,Irbid,8426.93,Cash
284,8790,Karak,528.96,Credit Card
285,691,Amman,8983.15,Cash
286,4339,Irbid,9474.05,Debit Card
287,5440,Ajloun,4720.93,PayPal
288,5184,Amman,2753.95,Debit Card
289,1654,Irbid,4598.49,Credit Card
290,8724,Zarqa,3896.45,PayPal
291,9806,Amman,457.17,PayPal
292,9675,Aqaba,2328.12,Cash
293,2755,Madaba,5399.1,Debit Card
294,5352,Irbid,5259.31,Debit Card
295,8563,Irbid,3573.09,Credit Card
296,8823,Karak,1356.14,PayPal
297,4259,Madaba,7675.04,Credit Card
298,8761,Zarqa,8688.94,Cash
299,8031,Mafraq,4473.98,PayPal
300,8065,Zarqa,9759.65,Debit Card
301,5970,Karak,9511.46,PayPal
302,255,Amman,3559.75,Credit Card
303,8156,Mafraq,728.95,PayPal
304,8909,Aqaba,3943.95,Debit Card
305,1652,Jerash,7167.14,Debit Card
306,1560,Karak,8791.0,Credit Card
307,1783,Madaba,6416.73,Debit Card
308,1074,Karak,2280.37,Debit Card
309,6738,Jerash,6886.41,Debit Card
310,7702,Zarqa,827.63,Debit Card
311,9879,Aqaba,3010.44,Debit Card
312,1340,Irbid,726.71,Cash
313,7961,Irbid,2108.19,PayPal
314,1098,Karak,8312.36,Cash
315,8086,Salt,4838.45,PayPal
316,4858,Salt,7402.21,Debit Card
317,4244,Mafraq,4951.74,Debit Card
318,1980,Amman,4727.49,Debit Card
319,6053,Madaba,847.08,Credit Card
320,8832,Karak,9686.14,Credit Card
321,3872,Karak,6886.0,PayPal
322,9872,Salt,5102.99,Cash
323,7395,Jerash,2580.28,PayPal
324,4688,Irbid,7815.55,Debit Card
325,3902,Amman,6524.92,Cash
326,8144,Mafraq,6206.28,Debit Card
327,6569,Amman,6382.4,PayPal
328,8369,Irbid,7495.47,Cash
329,8196,Karak,5822.87,PayPal
330,3573,Irbid,8171.78,Debit Card
331,3545,Irbid,7839.67,Credit Card
332,62,Madaba,5527.87,Debit Card
333,4943,Ajloun,3236.13,Cash
334,2876,Ajloun,2095.61,Credit Card
335,4162,Aqaba,62.01,Cash
336,7187,Salt,1041.36,Debit Card
337,4786,Salt,6109.71,Cash
338,152,Zarqa,2443.88,Credit Card
339,5942,Karak,7318.97,Credit Card
340,9253,Salt,4800.45,Cash
341,2281,Ajloun,5289.99,Debit Card
342,3394,Mafraq,9114.82,Debit Card
343,8538,Irbid,8681.68,Debit Card
344,4986,Aqaba,8317.58,PayPal
345,8501,Irbid,8962.75,Cash
346,1017,Irbid,3021.03,Cash
347,8842,Salt,9040.27,Credit Card
348,6830,Jerash,4521.8,Credit Card
349,7405,Ajloun,9967.57,Debit Card
350,8056,Amman,429.1,PayPal
351,6976,Jerash,5914.13,Debit Card
352,7047,Karak,9027.1,Cash
353,9263,Karak,7283.6,Debit Card
354,806,Aqaba,7605.59,PayPal
355,8745,Salt,9507.42,Credit Card
356,8327,Karak,3899.69,Credit Card
357,9110,Aqaba,3461.26,Credit Card
358,1276,Ajloun,5433.56,PayPal
359,6243,Ajloun,3395.9,PayPal
360,8204,Jerash,5248.99,PayPal
361,4908,Salt,5722.82,Debit Card
362,6091,Ajloun,2210.94,Debit Card
363,4917,Amman,8207.79,Debit Card
364,7733,Zarqa,4244.73,Debit Card
365,4999,Ajloun,7916.69,Credit Card
366,1196,Mafraq,9171.36,Debit Card
367,3915,Salt,1524.06,Credit Card
368,2404,Irbid,9022.85,Credit Card
369,9418,Ajloun,9129.92,Cash
370,1390,Madaba,2486.53,Credit Card
371,3752,Amman,9570.94,Debit Card
372,1979,Jerash,9933.59,Debit Card
373,1919,Mafraq,9341.69,Debit Card
374,6566,Mafraq,5842.83,Credit Card
375,5568,Zarqa,83.51,Cash
376,1145,Karak,5028.47,Debit Card
377,9059,Mafraq,7456.36,Debit Card
378,4090,Salt,6135.84,PayPal
379,5951,Zarqa,3408.75,Credit Card
380,1716,Irbid,7973.53,PayPal
381,2651,Madaba,1607.43,Credit Card
382,2470,Zarqa,4972.58,Credit Card
383,9139,Amman,7555.13,Credit Card
384,4555,Irbid,3597.96,Cash
385,5575,Karak,6405.8,Credit Card
386,6071,Mafraq,8503.32,Debit Card
387,9894,Amman,6926.04,PayPal
388,1719,Ajloun,2991.17,Cash
389,3562,Karak,4625.55,Debit Card
390,6456,Jerash,8296.94,PayPal
391,3295,Madaba,4699.37,Credit Card
392,8351,Salt,3326.56,Credit Card
393,4881,Amman,4926.26,Debit Card
394,7758,Madaba,3129.78,Credit Card
395,5192,Irbid,2163.54,Credit Card
396,1110,Mafraq,9150.68,Cash
397,1385,Aqaba,8364.26,Credit Card
398,5982,Jerash,9637.54,Cash
399,7211,Madaba,8848.12,Cash
400,9542,Ajloun,9356.84,Credit Card
401,8430,Amman,763.97,Debit Card
402,1007,Mafraq,9334.53,Debit Card
403,123,Karak,6391.26,PayPal
404,8143,Karak,4693.49,Credit Card
405,9881,Karak,5257.83,Cash
406,1628,Amman,6038.18,PayPal
407,841,Salt,1845.05,Cash
408,5437,Salt,7020.14,Debit Card
409,3016,Amman,5716.63,Debit Card
410,1335,Madaba,380.24,Cash
411,2070,Amman,3127.98,Credit Card
412,6481,Jerash,4247.98,Cash
413,6114,Mafraq,3874.47,Debit Card
414,3180,Irbid,8508.18,Debit Card
415,8442,Zarqa,1835.54,Cash
416,9702,Ajloun,6428.68,Cash
417,8648,Zarqa,8867.75,Credit Card
418,2361,Irbid,2150.28,Credit Card
419,4972,Karak,7663.97,Debit Card
420,3063,Madaba,1519.45,Debit Card
421,8340,Ajloun,780.85,Debit Card
422,1218,Amman,1893.22,Credit Card
423,4847,Madaba,3707.56,Credit Card
424,1189,Karak,7049.42,Credit Card
425,6675,Irbid,9485.47,Credit Card
426,513,Zarqa,594.3,Cash
427,1619,Salt,3630.64,Cash
428,9197,Aqaba,2469.08,Debit Card
429,4150,Mafraq,1272.34,Debit Card
430,4448,Ajloun,9003.95,Credit Card
431,5377,Madaba,3718.84,PayPal
432,9874,Madaba,6370.55,Debit Card
433,7559,Mafraq,2640.44,Credit Card
434,3516,Jerash,3209.12,Cash
435,9050,Aqaba,7822.26,Cash
436,1690,Zarqa,2694.83,Debit Card
437,4826,Karak,7999.4,Debit Card
438,1102,Amman,2212.13,Credit Card
439,648,Madaba,277.46,Cash
440,1405,Irbid,5248.86,Cash
441,8253,Karak,7666.52,Credit Card
442,8742,Aqaba,6339.34,Cash
443,4030,Amman,5812.18,Debit Card
444,830,Salt,2208.57,PayPal
445,6693,Aqaba,3874.61,Cash
446,1011,Zarqa,5030.19,Debit Card
447,7664,Karak,1795.72,Debit Card
448,702,Mafraq,39.84,Debit Card
449,4084,Jerash,3465.16,PayPal
450,3913,Madaba,169.24,Credit Card
451,5641,Madaba,6081.62,Credit Card
452,7175,Amman,8566.85,PayPal
453,9199,Mafraq,1592.73,PayPal
454,2548,Karak,9391.78,Credit Card
455,8573,Amman,5881.73,PayPal
456,4098,Ajloun,6313.44,Debit Card
457,9271,Madaba,6172.77,Cash
458,6445,Ajloun,726.3,Debit Card
459,5360,Aqaba,3084.47,Debit Card
460,6719,Madaba,7786.62,Debit Card
461,6181,Zarqa,3264.98,Debit Card
462,5117,Zarqa,523.75,Cash
463,2628,Jerash,6671.2,PayPal
464,8057,Mafraq,2102.48,Debit Card
465,5765,Zarqa,7345.29,Debit Card
466,7509,Ajloun,2307.6,Cash
467,9397,Zarqa,8532.19,PayPal
468,7865,Madaba,9474.53,Cash
469,4697,Salt,8166.68,PayPal
470,9221,Mafraq,2951.5,PayPal
471,2781,Ajloun,8640.05,Cash
472,5238,Zarqa,4694.53,Credit Card
473,4640,Madaba,7018.72,Credit Card
474,8944,Madaba,9870.65,Cash
475,9143,Mafraq,303.55,PayPal
476,2417,Madaba,5459.21,Cash
477,5850,Zarqa,5229.0,PayPal
478,2115,Irbid,4218.3,Credit Card
479,4888,Irbid,9912.24,PayPal
480,7728,Amman,9108.68,Credit Card
481,4667,Jerash,5232.35,Debit Card
482,987,Amman,1988.9,PayPal
483,1667,Karak,7126.65,Debit Card
484,1622,Amman,2572.2,Credit Card
485,360,Irbid,9010.43,Debit Card
486,2855,Madaba,8348.02,Cash
487,2540,Madaba,292.78,Credit Card
488,1050,Ajloun,819.22,Credit Card
489,5585,Amman,2603.21,Credit Card
490,5932,Salt,2000.47,PayPal
491,8839,Aqaba,1470.21,PayPal
492,366,Jerash,8340.91,Cash
493,2403,Karak,4501.73,Cash
494,9370,Zarqa,6243.63,Cash
495,4707,Jerash,5597.43,PayPal
496,9663,Ajloun,9431.8,Cash
497,2625,Amman,3476.71,PayPal
498,8548,Ajloun,9127.1,PayPal
499,7926,Irbid,8159.12,Debit Card
500,6577,Karak,902.34,Cash
501,9596,Madaba,6399.84,Debit Card
502,6207,Ajloun,3836.15,Debit Card
503,9055,Irbid,6417.77,Debit Card
504,5090,Amman,9213.31,Credit Card
505,7536,Amman,6132.52,Credit Card
506,3454,Amman,2069.72,Cash
507,8446,Salt,9865.47,Debit Card
508,9914,Jerash,7137.11,Cash
509,9590,Irbid,5479.16,Debit Card
510,6680,Amman,2390.25,Debit Card
511,6828,Irbid,2446.07,PayPal
512,6197,Mafraq,8276.11,Credit Card
513,9444,Jerash,993.03,PayPal
514,2822,Salt,7870.08,PayPal
515,9791,Ajloun,3927.37,Cash
516,2915,Irbid,9823.28,Debit Card
517,8928,Karak,9250.07,Cash
518,438,Irbid,3111.92,Credit Card
519,5826,Zarqa,5256.72,PayPal
520,5715,Madaba,5556.82,Credit Card
521,2263,Amman,8675.63,Credit Card
522,9961,Karak,8148.16,PayPal
523,2686,Aqaba,6341.38,PayPal
524,6620,Mafraq,9807.68,Credit Card
525,8022,Irbid,5980.81,Credit Card
526,8299,Jerash,4382.55,Cash
527,890,Amman,6107.13,Cash
528,5716,Aqaba,6971.94,PayPal
529,6203,Madaba,5186.6,PayPal
530,1905,Salt,6651.38,Debit Card
531,8993,Zarqa,1474.17,Debit Card
532,5483,Madaba,8563.54,Debit Card
533,3599,Amman,1898.76,Debit Card
534,6036,Ajloun,9295.71,Credit Card
535,8821,Ajloun,2095.34,Debit Card
536,3839,Karak,3245.56,Debit Card
537,3384,Madaba,864.72,Credit Card
538,7393,Irbid,4077.93,PayPal
539,3077,Mafraq,3273.11,Cash
540,8098,Amman,8127.56,PayPal
541,4290,Amman,311.71,Cash
542,7562,Karak,3743.61,Debit Card
543,6102,Madaba,5227.63,Cash
544,3993,Irbid,6128.36,Debit Card
545,5137,Irbid,1790.39,PayPal
546,2861,Irbid,6235.81,Credit Card
547,3121,Zarqa,4312.59,Cash
548,5749,Jerash,2679.48,Credit Card
549,3935,Mafraq,1930.12,Debit Card
550,9629,Karak,3936.89,PayPal
551,6400,Jerash,8434.32,Credit Card
552,2399,Zarqa,3429.41,PayPal
553,9795,Ajloun,1285.28,PayPal
554,4377,Mafraq,6708.98,Credit Card
555,5772,Ajloun,6492.69,Credit Card
556,7355,Madaba,2208.02,Credit Card
557,1151,Karak,7335.65,Credit Card
558,4702,Irbid,6216.11,Debit Card
559,6282,Mafraq,3737.99,PayPal
560,3450,Zarqa,2523.04,Cash
561,6146,Karak,6065.83,PayPal
562,1181,Karak,1736.21,Debit Card
563,1387,Mafraq,3077.86,PayPal
564,440,Salt,3261.11,Cash
565,6677,Madaba,3261.67,Debit Card
566,6439,Salt,6742.89,Debit Card
567,1513,Zarqa,3894.14,Debit Card
568,6481,Ajloun,5871.81,Cash
569,6956,Madaba,2838.19,PayPal
570,5080,Salt,8939.95,Cash
571,8861,Aqaba,2090.19,Credit Card
572,2292,Mafraq,6663.6,Credit Card
573,8665,Jerash,3509.01,Cash
574,5922,Jerash,530.55,Cash
575,4694,Zarqa,1451.98,Debit Card
576,1992,Karak,1428.96,Debit Card
577,632,Irbid,5516.03,Debit Card
578,8808,Ajloun,4313.05,Debit Card
579,2427,Irbid,71.19,PayPal
580,9222,Karak,4995.84,Debit Card
581,8566,Irbid,9954.15,Credit Card
582,1648,Madaba,3837.04,Cash
583,1312,Irbid,7848.66,PayPal
584,5483,Aqaba,9410.0,Debit Card
585,3701,Mafraq,3999.58,Debit Card
586,9964,Aqaba,9804.81,PayPal
587,6404,Irbid,7426.23,Credit Card
588,5382,Mafraq,7033.56,Cash
589,9873,Madaba,8746.06,Credit Card
590,3010,Madaba,1260.54,PayPal
591,1208,Salt,3865.46,Credit Card
592,6835,Karak,9230.38,Debit Card
593,2955,Ajloun,7516.13,PayPal
594,2503,Jerash,9101.55,Credit Card
595,8262,Madaba,74.01,Debit Card
596,5281,Salt,6639.38,Debit Card
597,482,Aqaba,8709.46,Debit Card
598,2827,Salt,1396.55,Cash
599,494,Mafraq,1862.77,Cash
600,3382,Zarqa,3793.15,Debit Card
601,5867,Mafraq,3103.43,Cash
602,2534,Jerash,5174.44,PayPal
603,1789,Irbid,7145.23,Credit Card
604,3227,Ajloun,2691.79,PayPal
605,1629,Amman,7699.23,Cash
606,5549,Mafraq,4594.05,Cash
607,6461,Zarqa,4042.98,Cash
608,8720,Jerash,2232.21,PayPal
609,4685,Ajloun,2920.7,Credit Card
610,1151,Jerash,3896.12,Credit Card
611,1271,Mafraq,7442.58,Cash
612,1263,Mafraq,8864.22,PayPal
613,9376,Amman,151.48,Cash
614,1059,Amman,8771.57,Debit Card
615,4110,Karak,2775.31,Cash
616,1956,Mafraq,2827.41,Debit Card
617,3345,Ajloun,4683.73,PayPal
618,1722,Mafraq,681.21,Debit Card
619,602,Jerash,7177.39,Cash
620,1339,Salt,8332.25,Cash
621,6975,Amman,7791.02,Cash
622,5139,Ajloun,628.71,PayPal
623,1268,Madaba,7160.04,Cash
624,5267,Aqaba,257.62,Cash
625,9773,Aqaba,6085.82,PayPal
626,9048,Jerash,3663.86,Debit Card
627,2615,Irbid,563.22,PayPal
628,2459,Karak,7353.92,Cash
629,1915,Mafraq,1149.39,Debit Card
630,4414,Jerash,3218.11,Debit Card
631,1299,Mafraq,268.68,Debit Card
632,4910,Mafraq,1782.1,Cash
633,970,Zarqa,2012.52,PayPal
634,853,Jerash,678.72,Debit Card
635,6329,Irbid,3870.61,Cash
636,2167,Aqaba,4436.23,Cash
637,6937,Aqaba,6922.31,PayPal
638,8746,Madaba,3436.11,Cash
639,9258,Amman,6347.92,Debit Card
640,5521,Salt,6464.47,Credit Card
641,6883,Karak,1421.24,PayPal
642,8866,Jerash,9439.99,Cash
643,1508,Karak,3544.74,Cash
644,4842,Madaba,3099.99,Cash
645,4500,Aqaba,8264.44,Credit Card
646,256,Zarqa,5061.26,Debit Card
647,1106,Aqaba,1759.81,Cash
648,8932,Aqaba,2034.59,Debit Card
649,9596,Irbid,3395.15,PayPal
650,2026,Mafraq,9130.61,Credit Card
651,6994,Mafraq,7745.28,PayPal
652,5504,Amman,9413.18,Credit Card
653,2026,Zarqa,6437.18,Credit Card
654,1193,Salt,2949.2,Credit Card
655,7889,Jerash,892.81,Cash
656,2160,Mafraq,4091.97,Cash
657,228,Irbid,9428.32,Cash
658,2284,Mafraq,7901.11,Debit Card
659,4792,Ajloun,6692.95,Debit Card
660,1361,Jerash,7038.84,Debit Card
661,191,Madaba,2955.69,Credit Card
662,879,Ajloun,1797.42,Debit Card
663,5454,Mafraq,6687.88,PayPal
664,1705,Irbid,7017.07,Debit Card
665,1007,Zarqa,7424.52,PayPal
666,4975,Irbid,3420.01,Debit Card
667,3056,Ajloun,1370.4,Debit Card
668,7174,Irbid,1208.64,Cash
669,6712,Madaba,2485.03,Cash
670,6063,Irbid,3370.41,PayPal
671,6154,Aqaba,7516.66,Cash
672,914,Karak,3414.59,PayPal
673,5533,Aqaba,3039.55,Debit Card
674,22,Mafraq,1785.36,Credit Card
675,7499,Zarqa,4463.37,Debit Card
676,2275,Amman,9161.23,Cash
677,8787,Aqaba,558.24,Debit Card
678,6658,Salt,4209.84,Debit Card
679,7397,Zarqa,4195.22,Credit Card
680,9123,Karak,4306.35,Cash
681,2146,Karak,7606.46,Credit Card
682,952,Jerash,4308.98,Credit Card
683,6438,Zarqa,7365.04,PayPal
684,764,Irbid,7574.7,Cash
685,9504,Madaba,5611.94,Debit Card
686,8771,Irbid,1577.13,Debit Card
687,3556,Ajloun,1522.4,PayPal
688,3218,Amman,1483.98,Debit Card
689,9575,Aqaba,3342.35,PayPal
690,3417,Karak,525.13,Credit Card
