order_id,customer_id,shipping_city,amount,payment_method
85,7421,Salt,6729.1,Credit Card
86,1090,Irbid,5565.59,Debit Card
87,170,Ajloun,2715.52,Cash
88,23247,Zarqa,1300.07,Credit Card
89,12359,Madaba,3401.65,PayPal
90,3713,Amman,9818.38,Cash
91,6591,Zarqa,2018.09,PayPal
92,23222,Aqaba,6446.79,PayPal
93,4785,Karak,6110.16,Cash
94,29241,Aqaba,1313.26,Cash
95,20132,Aqaba,1967.48,PayPal
96,20504,Irbid,3614.93,Credit Card
97,20610,Ajloun,7310.9,Credit Card
98,11715,Jerash,5089.02,PayPal
99,4842,Salt,8638.45,Credit Card
100,29336,Irbid,6628.55,Credit Card
101,1501,Amman,7143.39,PayPal
102,16368,Irbid,3018.04,Debit Card
103,23117,Mafraq,9146.28,Debit Card
104,3325,Mafraq,3471.18,PayPal
105,12198,Zarqa,499.07,Credit Card
106,21994,Aqaba,7139.05,PayPal
107,7190,Amman,8890.12,PayPal
108,18427,Zarqa,3666.77,PayPal
109,17278,Karak,9026.77,PayPal
110,599,Jerash,1760.68,PayPal
111,24243,Salt,9808.92,Credit Card
112,16477,Amman,6799.19,Cash
113,25895,Zarqa,9667.41,Cash
114,15425,Ajloun,934.55,Cash
115,21727,Madaba,9391.57,Cash
116,18137,Irbid,7818.92,PayPal
117,22717,Irbid,3708.84,Debit Card
118,28502,Jerash,8230.2,Cash
119,1614,Aqaba,3472.56,PayPal
120,26898,Karak,5533.38,Cash
121,14140,Mafraq,8577.38,Debit Card
122,7057,Madaba,1147.36,Credit Card
123,14413,Ajloun,5451.81,PayPal
124,13529,Ajloun,2082.61,Debit Card
125,15022,Zarqa,8752.11,Cash
126,14535,Jerash,909.31,Debit Card
127,17746,Ajloun,2078.45,Debit Card
128,14137,Aqaba,2024.07,PayPal
129,25777,Ajloun,5259.21,Debit Card
130,14969,Zarqa,7384.8,PayPal
131,14450,Salt,5187.68,Debit Card
132,12129,Salt,1836.22,PayPal
133,7320,Jerash,7892.41,PayPal
134,11609,Ajloun,3104.78,Cash
135,25853,Madaba,9101.07,Debit Card
136,25866,Karak,5831.61,Debit Card
137,12127,Karak,7762.3,Debit Card
138,1008,Zarqa,7596.78,Credit Card
139,27015,Irbid,5928.24,Debit Card
140,16374,Jerash,2534.17,Credit Card
141,29131,Jerash,7889.53,PayPal
142,3616,Madaba,9531.21,PayPal
143,28630,Ajloun,7598.13,PayPal
144,21622,Zarqa,8622.8,Debit Card
145,22256,Madaba,4649.4,Credit Card
146,20287,Mafraq,1981.92,Debit Card
147,6496,Irbid,8438.62,PayPal
148,814,Jerash,3169.39,Cash
149,5381,Mafraq,6302.48,Cash
150,424,Madaba,7734.84,Debit Card
151,3729,Zarqa,8091.09,Debit Card
152,8387,Salt,5671.97,Cash
153,21939,Amman,712.94,Credit Card
154,4394,Irbid,3641.44,PayPal
155,14814,Irbid,5517.25,Cash
156,6697,Jerash,3423.07,Cash
157,2557,Aqaba,7721.94,Debit Card
158,13956,Ajloun,8535.87,Debit Card
159,19547,Zarqa,8704.32,Debit Card
160,13402,Aqaba,5187.5,Cash
161,19936,Mafraq,4660.42,Cash
162,20226,Amman,5341.22,Debit Card
163,18323,Karak,1204.68,Debit Card
164,23976,Madaba,4053.56,Debit Card
165,11236,Mafraq,7938.87,Debit Card
166,958,Madaba,4709.84,Cash
167,26995,Mafraq,3527.34,Cash
168,14152,Mafraq,7234.99,Debit Card
169,28336,Amman,6425.19,PayPal
170,9213,Ajloun,2961.59,Credit Card
171,12707,Aqaba,4565.01,Debit Card
172,7843,Jerash,7694.54,PayPal
173,5648,Ajloun,8136.87,Debit Card
174,2468,Ajloun,2790.34,Credit Card
175,5340,Mafraq,9783.98,Cash
176,23077,Madaba,9338.07,Credit Card
177,20549,Zarqa,8331.0,PayPal
178,11202,Aqaba,4999.83,PayPal
179,24106,Irbid,9073.8,Debit Card
180,20860,Mafraq,1314.99,Credit Card
181,14775,Mafraq,1295.83,Debit Card
182,22777,Zarqa,9485.27,PayPal
183,17948,Salt,5610.8,Credit Card
184,14349,Aqaba,9177.16,Debit Card
185,13973,Irbid,9807.32,Cash
186,4094,Zarqa,6107.46,Cash
187,28907,Ajloun,7799.47,PayPal
188,29328,Amman,9193.93,PayPal
189,19162,Salt,267.94,PayPal
190,6870,Ajloun,89.96,Debit Card
191,5706,Zarqa,9450.84,Debit Card
192,16458,Karak,2638.8,PayPal
193,28905,Madaba,9019.09,PayPal
194,13119,Karak,1452.75,Cash
195,6059,Irbid,8921.46,Credit Card
196,26768,Jerash,499.82,Cash
197,5505,Ajloun,1169.23,Cash
198,22064,Jerash,3080.91,PayPal
199,6715,Madaba,6843.94,Cash
200,18172,Madaba,3816.13,Debit Card
201,24219,Jerash,1623.38,Debit Card
202,15842,Aqaba,3560.53,Debit Card
203,27519,Karak,2364.45,Credit Card
204,25213,Jerash,4768.52,Credit Card
205,17936,Irbid,4095.67,Debit Card
206,2787,Amman,9363.43,Debit Card
207,6166,Karak,8936.58,Debit Card
208,5605,Irbid,6553.41,Cash
209,25063,Karak,8842.93,PayPal
210,5857,Jerash,2744.24,Credit Card
211,6256,Mafraq,3951.34,Credit Card
212,3776,Jerash,7556.69,PayPal
213,1081,Karak,6487.61,PayPal
214,25606,Aqaba,7318.31,Credit Card
215,7650,Aqaba,4549.13,Credit Card
216,7421,Mafraq,5497.06,Debit Card
217,23880,Irbid,3753.59,PayPal
218,17280,Aqaba,7462.09,Debit Card
219,20450,Salt,6927.0,Debit Card
220,13218,Jerash,5514.54,Credit Card
221,29577,Irbid,3368.66,Cash
222,4082,Zarqa,3048.14,Debit Card
223,27322,Mafraq,4054.06,Cash
224,21845,Mafraq,5646.06,PayPal
225,10138,Irbid,478.15,Cash
226,29483,Madaba,2463.76,Cash
227,21501,Karak,9185.85,PayPal
228,2515,Madaba,687.76,Debit Card
229,4678,Karak,3736.77,PayPal
230,10939,Madaba,2699.94,Credit Card
231,21614,Jerash,5528.87,Cash
232,3547,Madaba,5927.15,Debit Card
233,26580,Salt,840.21,Credit Card
234,11358,Zarqa,9992.54,PayPal
235,15341,Mafraq,2437.69,Debit Card
236,27347,Jerash,9337.89,PayPal
237,17283,Salt,8380.27,PayPal
238,25683,Aqaba,2964.77,PayPal
239,22621,Salt,7175.69,Credit Card
240,26330,Jerash,9268.37,Debit Card
241,21025,Ajloun,574.76,Cash
242,5719,Mafraq,2112.31,Credit Card
243,8120,Zarqa,46.78,PayPal
244,19009,Zarqa,2530.56,PayPal
245,12816,Ajloun,9331.64,Credit Card
246,17633,Aqaba,3992.46,Debit Card
247,12615,Zarqa,3505.46,Cash
248,12795,Amman,3965.93,Debit Card
249,13492,Mafraq,2525.72,Credit Card
250,6867,Amman,819.28,Cash
251,24253,Salt,7968.62,Credit Card
252,19920,Irbid,631.71,Credit Card
253,24264,Aqaba,2406.73,Cash
254,13560,Jerash,8369.97,Credit Card
255,5919,Ajloun,5019.07,Debit Card
256,15428,Mafraq,2017.53,Cash
257,21765,Mafraq,789.94,Credit Card
258,2089,Madaba,5124.89,Credit Card
259,21078,Irbid,7072.2,PayPal
260,1935,Jerash,8885.61,Debit Card
261,11259,Mafraq,8576.73,PayPal
262,20509,Aqaba,9213.13,Debit Card
263,8531,Salt,6936.66,Debit Card
264,21832,Karak,6959.33,Debit Card
265,26039,Zarqa,559.03,Debit Card
266,4411,Amman,8532.03,PayPal
267,18678,Aqaba,3207.69,Debit Card
268,8885,Mafraq,1990.11,Credit Card
269,16236,Mafraq,7938.05,PayPal
270,12698,Mafraq,5822.76,PayPal
271,26513,Jerash,6579.23,Debit Card
272,3988,Aqaba,4054.91,Debit Card
273,24269,Aqaba,935.39,Credit Card
274,20338,Amman,5032.69,PayPal
275,6935,Jerash,3790.93,Debit Card
276,24169,Jerash,2276.35,PayPal
277,12978,Madaba,313.71,Credit Card
278,5955,Aqaba,7136.64,PayPal
279,15918,Aqaba,2120.74,Debit Card
280,29709,Karak,920.51,Credit Card
281,18382,Aqaba,5123.73,PayPal
282,23203,Irbid,6351.12,PayPal
283,8704,Mafraq,3361.82,Cash
284,8747,Madaba,5819.94,Cash
285,6236,Jerash,9917.5,Cash
286,2486,Madaba,6496.12,PayPal
287,26247,Jerash,5502.02,Cash
288,24018,Salt,1067.15,PayPal
289,22106,Jerash,6532.44,Debit Card
290,9054,Salt,3701.49,Credit Card
291,10009,Aqaba,1676.95,PayPal
292,11070,Zarqa,5741.13,PayPal
293,6909,Irbid,5599.26,PayPal
294,16381,Jerash,427.64,Credit Card
295,8841,Zarqa,2009.92,Cash
296,16311,Irbid,2008.41,PayPal
297,19517,Ajloun,5712.61,Cash
298,18904,Ajloun,2457.68,Credit Card
299,5777,Karak,4689.58,Debit Card
300,2061,Jerash,6499.49,Credit Card
301,26692,Zarqa,3763.76,Credit Card
302,20467,Amman,5643.91,Credit Card
303,13439,Ajloun,5053.4,Credit Card
304,19269,Salt,135.94,Debit Card
305,24221,Salt,3883.36,PayPal
306,4675,Madaba,751.48,PayPal
307,11849,Irbid,8717.35,PayPal
308,23121,Ajloun,9340.08,PayPal
309,13347,Mafraq,8317.55,PayPal
310,27635,Irbid,9918.91,Credit Card
311,17748,Karak,4953.24,Credit Card
312,27800,Irbid,8371.87,Cash
313,17378,Madaba,8057.05,Debit Card
314,2917,Ajloun,8556.6,PayPal
315,14858,Madaba,9420.02,Debit Card
316,24410,Karak,5774.21,Cash
317,919,Ajloun,5046.98,Credit Card
318,3454,Amman,2514.3,Cash
319,13466,Amman,8628.08,Credit Card
320,29192,Amman,8076.4,Credit Card
321,21168,Zarqa,7436.14,Debit Card
322,3395,Amman,6342.15,PayPal
323,29130,Zarqa,1313.6,Debit Card
324,11217,Ajloun,2867.54,PayPal
325,24573,Mafraq,1207.72,PayPal
326,26505,Amman,5175.53,Debit Card
327,13683,Irbid,7487.43,Cash
328,28107,Jerash,1376.04,Debit Card
329,10144,Karak,6796.2,Debit Card
330,6926,Amman,8727.53,Credit Card
331,25861,Amman,5842.64,Debit Card
332,25011,Jerash,6353.45,Credit Card
333,22109,Jerash,1781.75,PayPal
334,4618,Irbid,2218.94,Debit Card
335,12784,Amman,7392.97,Debit Card
336,28255,Zarqa,3731.62,PayPal
337,8115,Salt,7059.99,Cash
338,9749,Madaba,6894.22,Cash
339,2897,Zarqa,299.15,Credit Card
340,19010,Karak,8562.02,PayPal
341,22317,Madaba,3218.8,PayPal
342,6539,Zarqa,4466.68,Debit Card
343,4035,Madaba,6022.03,Debit Card
344,17053,Mafraq,4696.85,Debit Card
345,4944,Amman,466.83,Debit Card
346,29650,Ajloun,4838.24,PayPal
347,6477,Aqaba,7318.01,PayPal
348,9016,Irbid,6251.53,Cash
349,28124,Salt,3782.16,Debit Card
350,8060,Mafraq,7478.34,Cash
351,10028,Jerash,7742.49,PayPal
352,27812,Salt,7408.88,Debit Card
353,15532,Amman,2097.99,Cash
354,21474,Mafraq,8121.52,Debit Card
355,18681,Irbid,4935.02,PayPal
356,21500,Salt,5778.88,PayPal
357,4714,Amman,9763.52,Cash
358,13220,Mafraq,3781.33,PayPal
359,8788,Mafraq,3252.19,PayPal
360,24076,Ajloun,1740.56,Debit Card
361,1137,Zarqa,148.92,Debit Card
362,5631,Zarqa,7693.27,Debit Card
363,23962,Ajloun,7424.25,Debit Card
364,14764,Aqaba,2297.86,Cash
365,613,Zarqa,2904.89,Cash
366,1916,Amman,2310.36,Credit Card
367,15986,Karak,1079.1,Cash
368,115,Salt,2847.23,Debit Card
369,16874,Madaba,725.13,PayPal
370,17396,Zarqa,4728.56,PayPal
371,25444,Karak,893.31,Debit Card
372,1016,Ajloun,2771.49,Debit Card
373,10162,Mafraq,6902.94,PayPal
374,8498,Madaba,1046.64,PayPal
375,9465,Irbid,1296.57,Credit Card
376,18448,Irbid,3196.74,Debit Card
377,18145,Aqaba,2783.68,Debit Card
378,10324,Mafraq,8798.64,Credit Card
379,13845,Amman,3703.27,Credit Card
380,775,Amman,456.61,Debit Card
381,19990,Madaba,6145.5,Debit Card
382,8367,Amman,2456.04,Debit Card
383,17636,Ajloun,4600.06,Debit Card
384,14640,Aqaba,7003.74,Cash
385,16568,Ajloun,969.16,Debit Card
386,25325,Karak,1709.9,Cash
387,17982,Ajloun,4006.63,Cash
388,8016,Amman,9488.97,Debit Card
389,1677,Mafraq,7594.25,Credit Card
390,2605,Jerash,5077.62,Cash
391,16324,Aqaba,4438.92,Debit Card
392,11977,Ajloun,9121.27,Debit Card
393,5875,Irbid,626.49,Cash
394,28477,Madaba,8892.54,PayPal
395,15851,Mafraq,8637.1,Debit Card
396,10296,Zarqa,3971.27,PayPal
397,29942,Aqaba,7527.88,Credit Card
398,23800,Madaba,9347.21,Credit Card
399,27608,Irbid,3817.08,Debit Card
400,8942,Karak,1687.87,Debit Card
401,4084,Mafraq,6579.8,Credit Card
402,16463,Karak,5904.01,Cash
403,1212,Madaba,7444.98,Cash
404,23755,Zarqa,7999.62,Cash
405,6598,Amman,4655.51,Credit Card
406,28319,Irbid,1679.99,Credit Card
407,12940,Karak,7942.54,Credit Card
408,17278,Madaba,2556.84,PayPal
409,4124,Ajloun,1319.11,PayPal
410,26550,Amman,6964.46,Credit Card
411,13508,Madaba,5562.02,Cash
412,16882,Amman,6842.07,Cash
413,9050,Madaba,9173.08,PayPal
414,14901,Zarqa,3309.87,Cash
415,110,Jerash,3550.94,Debit Card
416,25179,Zarqa,1326.3,Debit Card
417,3317,Mafraq,5476.64,Cash
418,20663,Salt,3372.78,Credit Card
419,20236,Madaba,7972.04,Debit Card
420,1090,Amman,8466.73,Debit Card
421,5042,Mafraq,4326.53,Debit Card
422,3567,Ajloun,6402.78,Cash
423,5334,Zarqa,390.49,PayPal
424,21014,Ajloun,6458.98,PayPal
425,14368,Mafraq,3340.78,PayPal
426,25744,Aqaba,568.78,Cash
427,7214,Jerash,8784.9,Credit Card
428,23215,Karak,6445.96,PayPal
429,9003,Salt,2128.28,PayPal
430,3491,Jerash,8073.02,Debit Card
431,9425,Zarqa,5365.9,Credit Card
432,23777,Aqaba,1937.58,PayPal
433,22401,Aqaba,8174.08,Credit Card
434,8633,Ajloun,2095.58,Debit Card
435,5067,Ajloun,7932.52,Debit Card
436,15802,Karak,318.19,Credit Card
437,11648,Ajloun,7220.13,PayPal
438,29955,Karak,2180.86,Credit Card
439,8818,Irbid,4233.63,Debit Card
440,17711,Zarqa,9550.59,Cash
441,1597,Zarqa,9938.27,PayPal
442,29399,Aqaba,1565.75,PayPal
443,29565,Jerash,9077.84,Credit Card
444,22009,Irbid,9577.58,Cash
445,5617,Mafraq,4198.36,PayPal
446,25925,Karak,815.28,Credit Card
447,10180,Salt,7231.11,Debit Card
448,12060,Karak,8708.54,Cash
449,8652,Zarqa,8715.53,Debit Card
450,24780,Salt,1635.13,Credit Card
451,14182,Mafraq,5645.4,PayPal
452,6286,Salt,6550.49,Credit Card
453,14055,Aqaba,3470.84,Debit Card
454,18269,Ajloun,4382.23,Debit Card
455,15257,Salt,5070.6,PayPal
456,18260,Jerash,2644.28,Debit Card
457,16303,Salt,2211.22,Cash
458,28706,Irbid,3360.99,PayPal
459,15171,Karak,7387.29,PayPal
460,15583,Jerash,4298.73,Debit Card
461,3857,Madaba,7423.56,PayPal
462,23413,Jerash,8315.05,PayPal
463,20910,Zarqa,9598.87,Debit Card
464,25971,Irbid,7080.45,Cash
465,10847,Madaba,7474.29,Cash
466,13092,Amman,378.9,Cash
467,22922,Ajloun,9799.65,Debit Card
468,4160,Jerash,8698.72,Cash
469,17086,Ajloun,6911.95,Credit Card
470,23381,Aqaba,1602.26,Credit Card
471,2195,Irbid,1724.31,Debit Card
472,17773,Ajloun,3703.72,Cash
473,7358,Aqaba,9953.55,PayPal
474,4273,Aqaba,931.98,Debit Card
475,4406,Amman,3140.11,PayPal
476,24788,Zarqa,1238.73,Debit Card
477,6890,Mafraq,4659.13,PayPal
478,21918,Zarqa,8387.12,Credit Card
479,4485,Jerash,6207.36,Cash
480,23208,Mafraq,2799.55,Debit Card
481,154,Mafraq,2590.71,Cash
482,7449,Karak,3318.26,PayPal
483,13707,Mafraq,3421.98,Debit Card
484,26523,Karak,9734.48,Credit Card
485,27319,Irbid,1607.95,PayPal
486,20625,Jerash,7584.22,Credit Card
487,16098,Mafraq,29.85,PayPal
488,190,Aqaba,7396.29,Credit Card
489,18844,Salt,1557.53,Credit Card
490,21866,Salt,2263.36,Debit Card
491,7172,Aqaba,336.15,PayPal
492,22081,Jerash,6273.6,Cash
493,18631,Mafraq,6725.32,PayPal
494,6908,Mafraq,5839.1,Credit Card
495,27127,Ajloun,9622.7,PayPal
496,13498,Mafraq,7557.05,Credit Card
497,17503,Karak,4574.91,Credit Card
498,10174,Zarqa,3813.24,PayPal
499,3932,Aqaba,2214.14,Debit Card
500,21186,Jerash,7591.28,Cash
501,1463,Zarqa,596.56,Credit Card
502,11836,Ajloun,2960.33,PayPal
503,6991,Madaba,3963.43,PayPal
504,24722,Mafraq,4871.06,Cash
505,22044,Mafraq,2028.09,Cash
506,8145,Ajloun,574.59,PayPal
507,7766,Aqaba,7154.83,PayPal
508,21653,Ajloun,324.94,PayPal
509,21091,Karak,656.54,Debit Card
510,14906,Zarqa,8749.69,Cash
511,570,Mafraq,1729.2,PayPal
512,2199,Salt,1682.76,Debit Card
513,24385,Mafraq,8373.17,Debit Card
514,19829,Ajloun,4989.23,Debit Card
515,28124,Ajloun,4760.1,Credit Card
516,9200,Aqaba,5400.02,PayPal
517,13329,Aqaba,469.72,Credit Card
518,2798,Ajloun,1119.57,Credit Card
519,23195,Zarqa,2640.29,PayPal
520,12667,Aqaba,1435.87,Debit Card
521,8192,Jerash,7390.21,Credit Card
522,28127,Zarqa,9089.56,Debit Card
523,12599,Mafraq,7788.94,Credit Card
524,19311,Amman,5934.75,PayPal
525,3931,Mafraq,2527.57,Cash
526,25479,Irbid,8335.49,Credit Card
527,17496,Mafraq,2738.5,Cash
528,15653,Madaba,7210.16,PayPal
529,3342,Zarqa,6381.2,PayPal
530,26789,Salt,2589.53,Cash
531,8373,Salt,3686.9,Credit Card
532,18505,Madaba,7349.34,Credit Card
533,23214,Aqaba,1025.87,Debit Card
534,17946,Jerash,7458.04,Credit Card
535,25490,Jerash,2794.3,Cash
536,29026,Karak,4129.92,Credit Card
537,25634,Ajloun,8780.61,Credit Card
538,15389,Zarqa,2666.97,Debit Card
539,14046,Ajloun,5417.45,Debit Card
540,27831,Ajloun,9228.5,Debit Card
541,19396,Jerash,8085.26,Debit Card
542,9769,Mafraq,5718.6,Cash
543,24464,Irbid,225.59,Debit Card
544,18095,Jerash,376.23,Debit Card
545,5020,Aqaba,2655.16,Cash
546,14797,Jerash,194.63,PayPal
547,10233,Karak,6681.18,PayPal
548,5818,Zarqa,8653.03,Credit Card
549,18430,Salt,3679.2,PayPal
550,17428,Irbid,4935.25,Cash
551,16158,Ajloun,7065.15,Debit Card
552,3524,Aqaba,6388.38,Debit Card
553,587,Aqaba,2631.8,Credit Card
554,27608,Mafraq,9291.86,PayPal
555,12449,Amman,5793.99,Credit Card
556,23631,Mafraq,9788.02,Cash
557,22893,Amman,1354.39,Credit Card
558,22001,Amman,3673.38,PayPal
559,14085,Jerash,1140.94,Debit Card
560,4081,Mafraq,7654.51,PayPal
561,27157,Karak,7168.95,Credit Card
562,25181,Ajloun,4437.89,Credit Card
563,25576,Salt,3304.29,Debit Card
564,5343,Irbid,2194.8,Cash
565,23825,Irbid,1154.83,Debit Card
566,60,Ajloun,9166.31,PayPal
567,11734,Karak,4213.79,Cash
568,25984,Salt,1938.86,Cash
569,4545,Ajloun,6087.73,Debit Card
570,7936,Ajloun,6570.9,Credit Card
571,16133,Jerash,5680.07,Debit Card
572,25249,Jerash,3095.31,Debit Card
573,641,Mafraq,3297.64,Credit Card
574,27085,Karak,7022.29,Debit Card
575,17673,Ajloun,625.49,Credit Card
576,2224,Zarqa,4669.25,Cash
577,6581,Aqaba,2620.13,Cash
578,27786,Aqaba,8067.47,Debit Card
579,5193,Karak,7346.48,Credit Card
580,12785,Ajloun,6459.57,Credit Card
581,13926,Salt,1061.34,Credit Card
582,16921,Ajloun,9784.22,Debit Card
583,24427,Aqaba,3347.76,Cash
584,7910,Karak,6826.21,Credit Card
585,25108,Ajloun,7735.97,PayPal
586,26756,Mafraq,4872.74,PayPal
587,11278,Ajloun,2764.39,PayPal
588,29210,Ajloun,704.61,Cash
589,22967,Ajloun,5704.53,Cash
590,23830,Jerash,7073.72,Cash
591,5695,Jerash,9825.18,Debit Card
592,10095,Zarqa,7516.79,Cash
593,10778,Mafraq,983.83,Debit Card
594,20977,Amman,8890.07,Cash
595,12733,Ajloun,2777.65,Debit Card
596,10126,Mafraq,9085.6,Credit Card
597,3298,Irbid,1033.0,Cash
598,29818,Jerash,3933.89,Credit Card
599,19244,Irbid,7981.02,Cash
600,6666,Ajloun,5240.53,PayPal
601,6462,Salt,9245.07,Cash
602,3972,Amman,5179.05,Cash
603,7880,Amman,7305.2,Credit Card
604,1087,Irbid,5043.88,Credit Card
605,8339,Amman,5459.38,PayPal
606,948,Salt,7855.6,Debit Card
607,25087,Mafraq,3803.77,PayPal
608,28915,Irbid,5131.17,Credit Card
609,481,Aqaba,1594.33,Credit Card
610,4447,Karak,7485.4,Debit Card
611,27376,Mafraq,3319.14,Cash
612,4759,Madaba,8503.58,Debit Card
613,20640,Aqaba,7649.16,Cash
614,25182,Aqaba,4545.1,PayPal
615,12648,Amman,2177.89,Debit Card
616,14512,Mafraq,5566.66,Cash
617,15842,Amman,2972.85,PayPal
618,29788,Karak,7278.61,Credit Card
619,29742,Amman,9823.41,Cash
620,29134,Salt,7199.69,Debit Card
621,303,Irbid,1354.7,Credit Card
622,29188,Zarqa,1316.45,Debit Card
623,13431,Irbid,2638.48,Credit Card
624,18011,Zarqa,7740.55,Cash
625,2268,Jerash,3285.68,Cash
626,23363,Ajloun,5758.96,Debit Card
627,8088,Salt,4319.89,Cash
628,25625,Madaba,2683.68,PayPal
629,804,Madaba,4084.74,Cash
630,13789,Mafraq,800.47,Credit Card
631,18248,Ajloun,8819.89,Credit Card
632,21587,Zarqa,7379.79,Cash
633,17025,Mafraq,9412.52,Debit Card
634,18778,Aqaba,8477.48,Cash
635,18165,Mafraq,7341.89,Debit Card
636,1951,Madaba,7977.06,PayPal
637,18575,Irbid,1653.91,Credit Card
638,25166,Zarqa,2860.43,Debit Card
639,4992,Salt,8236.35,PayPal
640,14925,Mafraq,2290.42,Cash
641,13940,Aqaba,1491.39,PayPal
642,19132,Irbid,481.79,Cash
643,25159,Aqaba,4029.85,Cash
644,10010,Mafraq,8239.79,Credit Card
645,14852,Mafraq,7863.61,PayPal
646,21213,Irbid,7999.64,PayPal
647,26537,Aqaba,771.32,Credit Card
648,14217,Amman,8359.65,Debit Card
649,5841,Jerash,1205.72,Credit Card
650,17116,Karak,4343.23,Cash
651,7226,Jerash,6419.63,Credit Card
652,5475,Ajloun,121.18,Debit Card
653,25455,Ajloun,7021.36,Debit Card
654,23900,Ajloun,2688.93,PayPal
655,25908,Mafraq,4481.94,PayPal
656,28728,Zarqa,2208.03,Credit Card
657,28661,Ajloun,5660.35,Debit Card
658,24019,Ajloun,7447.13,Credit Card
659,7211,Jerash,1362.51,Cash
660,1606,Salt,4093.9,Cash
661,26909,Amman,6744.64,Credit Card
662,13981,Irbid,7223.93,Credit Card
663,3597,Madaba,4535.19,Credit Card
664,19022,Zarqa,3516.08,PayPal
665,21715,Madaba,3112.95,Credit Card
666,9805,Mafraq,3068.61,Credit Card
667,27064,Jerash,7433.14,Cash
668,26885,Zarqa,1356.61,Cash
669,7915,Salt,2585.12,Credit Card
670,12319,Zarqa,2142.39,Debit Card
671,9514,Ajloun,9831.36,Cash
672,11154,Irbid,4346.03,Cash
673,16632,Ajloun,2754.11,Cash
674,8723,Mafraq,3577.17,PayPal
675,9992,Aqaba,6053.71,PayPal
676,22469,Karak,6803.67,PayPal
677,5760,Madaba,746.6,Credit Card
678,8204,Madaba,4777.71,Cash
679,9752,Aqaba,7190.45,Credit Card
680,9594,Karak,5808.03,Debit Card
681,11891,Karak,5141.15,Debit Card
682,1017,Amman,7704.0,PayPal
683,11534,Ajloun,2396.16,PayPal
684,7128,Jerash,9633.51,Cash
